class_index,class_name,source_train,classifier_train,classifier_val,detector_train,detector_calibration,official_val
2152,07881_Plantae_Tracheophyta_Magnoliopsida_Ericales_Sarraceniaceae_Sarracenia_alata,300,255,10,30,5,10
2153,07882_Plantae_Tracheophyta_Magnoliopsida_Ericales_Sarraceniaceae_Sarracenia_flava,300,255,10,30,5,10
2154,07883_Plantae_Tracheophyta_Magnoliopsida_Ericales_Sarraceniaceae_Sarracenia_leucophylla,184,139,10,30,5,10
2155,07884_Plantae_Tracheophyta_Magnoliopsida_Ericales_Sarraceniaceae_Sarracenia_minor,219,174,10,30,5,10
2156,07885_Plantae_Tracheophyta_Magnoliopsida_Ericales_Sarraceniaceae_Sarracenia_purpurea,300,255,10,30,5,10
2157,07886_Plantae_Tracheophyta_Magnoliopsida_Ericales_Symplocaceae_Symplocos_tinctoria,285,240,10,30,5,10
2158,07887_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Abrus_precatorius,300,255,10,30,5,10
2159,07888_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Acacia_confusa,162,117,10,30,5,10
2160,07889_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Acacia_cyclops,188,143,10,30,5,10
2161,07890_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Acacia_dealbata,300,255,10,30,5,10
2162,07891_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Acacia_longifolia,300,255,10,30,5,10
2163,07892_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Acacia_mearnsii,300,255,10,30,5,10
2164,07893_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Acacia_melanoxylon,300,255,10,30,5,10
2165,07894_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Acacia_myrtifolia,163,118,10,30,5,10
2166,07895_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Acacia_paradoxa,247,202,10,30,5,10
2167,07896_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Acacia_pycnantha,223,178,10,30,5,10
2168,07897_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Acacia_saligna,284,239,10,30,5,10
2169,07898_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Acmispon_americanus,300,255,10,30,5,10
2170,07899_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Acmispon_argophyllus,278,233,10,30,5,10
2171,07900_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Acmispon_glaber,300,255,10,30,5,10
2172,07901_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Acmispon_rigidus,300,255,10,30,5,10
2173,07902_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Acmispon_strigosus,300,255,10,30,5,10
2174,07903_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Albizia_julibrissin,300,255,10,30,5,10
2175,07904_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Amorpha_canescens,300,255,10,30,5,10
2176,07905_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Amorpha_fruticosa,300,255,10,30,5,10
2177,07906_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Amphicarpaea_bracteata,300,255,10,30,5,10
2178,07907_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Anthyllis_vulneraria,300,255,10,30,5,10
2179,07908_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Apios_americana,300,255,10,30,5,10
2180,07909_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Astragalus_alpinus,214,169,10,30,5,10
2181,07910_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Astragalus_canadensis,245,200,10,30,5,10
2182,07911_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Astragalus_cicer,216,171,10,30,5,10
2183,07912_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Astragalus_crassicarpus,300,255,10,30,5,10
2184,07913_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Astragalus_danicus,173,128,10,30,5,10
2185,07914_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Astragalus_glycyphyllos,275,230,10,30,5,10
2186,07915_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Astragalus_lentiginosus,300,255,10,30,5,10
2187,07916_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Astragalus_mollissimus,260,215,10,30,5,10
2188,07917_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Astragalus_nuttallianus,203,158,10,30,5,10
2189,07918_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Astragalus_purshii,300,255,10,30,5,10
2190,07919_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Astragalus_trichopodus,300,255,10,30,5,10
2191,07920_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Baptisia_alba,300,255,10,30,5,10
2192,07921_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Baptisia_australis,300,255,10,30,5,10
2193,07922_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Baptisia_bracteata,300,255,10,30,5,10
2194,07923_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Baptisia_tinctoria,265,220,10,30,5,10
2195,07924_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Bituminaria_bituminosa,266,221,10,30,5,10
2196,07925_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Caesalpinia_pulcherrima,300,255,10,30,5,10
2197,07926_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Calliandra_eriophylla,300,255,10,30,5,10
2198,07927_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Calliandra_houstoniana,184,139,10,30,5,10
2199,07928_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Canavalia_rosea,279,234,10,30,5,10
2200,07929_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Caragana_arborescens,300,255,10,30,5,10
2201,07930_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Carmichaelia_australis,200,155,10,30,5,10
2202,07931_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Cassia_fistula,279,234,10,30,5,10
2203,07932_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Centrosema_virginianum,300,255,10,30,5,10
2204,07933_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Ceratonia_siliqua,281,236,10,30,5,10
2205,07934_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Cercis_canadensis,300,255,10,30,5,10
2206,07935_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Cercis_occidentalis,300,255,10,30,5,10
2207,07936_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Chamaecrista_fasciculata,300,255,10,30,5,10
2208,07937_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Chamaecrista_nictitans,267,222,10,30,5,10
2209,07938_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Chamaecytisus_ruthenicus,283,238,10,30,5,10
2210,07939_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Clitoria_mariana,300,255,10,30,5,10
2211,07940_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Clitoria_ternatea,300,255,10,30,5,10
2212,07941_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Crotalaria_spectabilis,164,119,10,30,5,10
2213,07942_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Cytisus_proliferus,225,180,10,30,5,10
2214,07943_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Cytisus_scoparius,300,255,10,30,5,10
2215,07944_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Dalea_aurea,165,120,10,30,5,10
2216,07945_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Dalea_candida,300,255,10,30,5,10
2217,07946_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Dalea_formosa,300,255,10,30,5,10
2218,07947_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Dalea_purpurea,300,255,10,30,5,10
2219,07948_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Delonix_regia,300,255,10,30,5,10
2220,07949_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Dermatophyllum_secundiflorum,300,255,10,30,5,10
2221,07950_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Desmanthus_illinoensis,300,255,10,30,5,10
2222,07951_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Desmodium_canadense,300,255,10,30,5,10
2223,07952_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Desmodium_paniculatum,300,255,10,30,5,10
2224,07953_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Dichrostachys_cinerea,165,120,10,30,5,10
2225,07954_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Ebenopsis_ebano,253,208,10,30,5,10
2226,07955_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Enterolobium_cyclocarpum,256,211,10,30,5,10
2227,07956_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Erythrina_herbacea,300,255,10,30,5,10
2228,07957_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Erythrostemon_gilliesii,285,240,10,30,5,10
2229,07958_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Erythrostemon_mexicanus,192,147,10,30,5,10
2230,07959_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Eysenhardtia_texana,287,242,10,30,5,10
2231,07960_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Galega_officinalis,173,128,10,30,5,10
2232,07961_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Genista_monspessulana,300,255,10,30,5,10
2233,07962_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Genista_tinctoria,249,204,10,30,5,10
2234,07963_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Gleditsia_triacanthos,300,255,10,30,5,10
2235,07964_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Gliricidia_sepium,240,195,10,30,5,10
2236,07965_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Glycyrrhiza_lepidota,300,255,10,30,5,10
2237,07966_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Guilandina_bonduc,214,169,10,30,5,10
2238,07967_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Gymnocladus_dioicus,300,255,10,30,5,10
2239,07968_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Hardenbergia_violacea,262,217,10,30,5,10
2240,07969_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Hedysarum_alpinum,184,139,10,30,5,10
2241,07970_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Hedysarum_boreale,214,169,10,30,5,10
2242,07971_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Hoffmannseggia_glauca,199,154,10,30,5,10
2243,07972_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Hoffmannseggia_microphylla,158,113,10,30,5,10
2244,07973_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Hosackia_gracilis,300,255,10,30,5,10
2245,07974_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Hylodesmum_glutinosum,300,255,10,30,5,10
2246,07975_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Hylodesmum_nudiflorum,187,142,10,30,5,10
2247,07976_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Indigofera_miniata,300,255,10,30,5,10
2248,07977_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Kennedia_prostrata,197,152,10,30,5,10
2249,07978_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Laburnum_anagyroides,177,132,10,30,5,10
2250,07979_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Lathyrus_hirsutus,296,251,10,30,5,10
2251,07980_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Lathyrus_japonicus,300,255,10,30,5,10
2252,07981_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Lathyrus_latifolius,300,255,10,30,5,10
2253,07982_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Lathyrus_ochroleucus,220,175,10,30,5,10
2254,07983_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Lathyrus_palustris,200,155,10,30,5,10
2255,07984_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Lathyrus_pratensis,300,255,10,30,5,10
2256,07985_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Lathyrus_sylvestris,300,255,10,30,5,10
2257,07986_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Lathyrus_tuberosus,300,255,10,30,5,10
2258,07987_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Lathyrus_vernus,300,255,10,30,5,10
2259,07988_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Lathyrus_vestitus,300,255,10,30,5,10
2260,07989_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Lespedeza_capitata,300,255,10,30,5,10
2261,07990_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Lespedeza_cuneata,300,255,10,30,5,10
2262,07991_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Lespedeza_virginica,205,160,10,30,5,10
2263,07992_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Lessertia_frutescens,239,194,10,30,5,10
2264,07993_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Leucaena_leucocephala,300,255,10,30,5,10
2265,07994_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Lotus_corniculatus,300,255,10,30,5,10
2266,07995_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Lotus_pedunculatus,173,128,10,30,5,10
2267,07996_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Lupinus_albifrons,300,255,10,30,5,10
2268,07997_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Lupinus_angustifolius,168,123,10,30,5,10
2269,07998_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Lupinus_arboreus,300,255,10,30,5,10
2270,07999_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Lupinus_arcticus,203,158,10,30,5,10
2271,08000_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Lupinus_argenteus,298,253,10,30,5,10
2272,08001_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Lupinus_arizonicus,300,255,10,30,5,10
2273,08002_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Lupinus_bicolor,300,255,10,30,5,10
2274,08003_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Lupinus_concinnus,290,245,10,30,5,10
2275,08004_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Lupinus_hirsutissimus,300,255,10,30,5,10
2276,08005_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Lupinus_lepidus,221,176,10,30,5,10
2277,08006_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Lupinus_microcarpus,253,208,10,30,5,10
2278,08007_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Lupinus_nanus,255,210,10,30,5,10
2279,08008_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Lupinus_nootkatensis,300,255,10,30,5,10
2280,08009_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Lupinus_perennis,300,255,10,30,5,10
2281,08010_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Lupinus_polyphyllus,300,255,10,30,5,10
2282,08011_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Lupinus_sparsiflorus,300,255,10,30,5,10
2283,08012_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Lupinus_succulentus,300,255,10,30,5,10
2284,08013_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Lupinus_texensis,300,255,10,30,5,10
2285,08014_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Lupinus_truncatus,234,189,10,30,5,10
2286,08015_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Macroptilium_atropurpureum,300,255,10,30,5,10
2287,08016_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Macroptilium_gibbosifolium,186,141,10,30,5,10
2288,08017_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Macroptilium_lathyroides,180,135,10,30,5,10
2289,08018_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Medicago_arabica,300,255,10,30,5,10
2290,08019_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Medicago_falcata,300,255,10,30,5,10
2291,08020_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Medicago_lupulina,300,255,10,30,5,10
2292,08021_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Medicago_minima,234,189,10,30,5,10
2293,08022_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Medicago_polymorpha,300,255,10,30,5,10
2294,08023_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Medicago_sativa,300,255,10,30,5,10
2295,08024_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Melilotus_albus,300,255,10,30,5,10
2296,08025_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Melilotus_indicus,300,255,10,30,5,10
2297,08026_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Melilotus_officinalis,300,255,10,30,5,10
2298,08027_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Mimosa_aculeaticarpa,237,192,10,30,5,10
2299,08028_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Mimosa_nuttallii,213,168,10,30,5,10
2300,08029_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Mimosa_pudica,300,255,10,30,5,10
2301,08030_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Mimosa_quadrivalvis,250,205,10,30,5,10
2302,08031_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Mimosa_strigillosa,292,247,10,30,5,10
2303,08032_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Neptunia_lutea,300,255,10,30,5,10
2304,08033_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Neptunia_pubescens,174,129,10,30,5,10
2305,08034_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Olneya_tesota,300,255,10,30,5,10
2306,08035_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Onobrychis_viciifolia,300,255,10,30,5,10
2307,08036_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Ononis_spinosa,193,148,10,30,5,10
2308,08037_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Oxytropis_campestris,218,173,10,30,5,10
2309,08038_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Oxytropis_lambertii,216,171,10,30,5,10
2310,08039_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Paraserianthes_lophantha,300,255,10,30,5,10
2311,08040_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Parkinsonia_aculeata,300,255,10,30,5,10
2312,08041_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Parkinsonia_florida,300,255,10,30,5,10
2313,08042_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Parkinsonia_microphylla,300,255,10,30,5,10
2314,08043_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Pediomelum_argophyllum,161,116,10,30,5,10
2315,08044_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Pediomelum_tenuiflorum,190,145,10,30,5,10
2316,08045_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Pickeringia_montana,300,255,10,30,5,10
2317,08046_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Pithecellobium_dulce,300,255,10,30,5,10
2318,08047_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Platylobium_obtusangulum,158,113,10,30,5,10
2319,08048_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Prosopis_glandulosa,300,255,10,30,5,10
2320,08049_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Prosopis_laevigata,170,125,10,30,5,10
2321,08050_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Prosopis_pubescens,207,162,10,30,5,10
2322,08051_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Prosopis_velutina,300,255,10,30,5,10
2323,08052_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Psorothamnus_emoryi,278,233,10,30,5,10
2324,08053_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Psorothamnus_schottii,300,255,10,30,5,10
2325,08054_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Psorothamnus_spinosus,300,255,10,30,5,10
2326,08055_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Pueraria_montana,300,255,10,30,5,10
2327,08056_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Robinia_neomexicana,153,108,10,30,5,10
2328,08057_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Robinia_pseudoacacia,300,255,10,30,5,10
2329,08058_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Rupertia_physodes,180,135,10,30,5,10
2330,08059_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Securigera_varia,300,255,10,30,5,10
2331,08060_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Senegalia_greggii,300,255,10,30,5,10
2332,08061_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Senna_alata,256,211,10,30,5,10
2333,08062_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Senna_armata,271,226,10,30,5,10
2334,08063_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Senna_covesii,300,255,10,30,5,10
2335,08064_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Senna_didymobotrya,177,132,10,30,5,10
2336,08065_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Senna_hebecarpa,211,166,10,30,5,10
2337,08066_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Senna_lindheimeriana,300,255,10,30,5,10
2338,08067_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Senna_marilandica,204,159,10,30,5,10
2339,08068_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Senna_obtusifolia,300,255,10,30,5,10
2340,08069_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Senna_occidentalis,279,234,10,30,5,10
2341,08070_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Senna_roemeriana,300,255,10,30,5,10
2342,08071_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Sesbania_drummondii,300,255,10,30,5,10
2343,08072_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Sesbania_herbacea,300,255,10,30,5,10
2344,08073_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Sesbania_punicea,161,116,10,30,5,10
2345,08074_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Sesbania_vesicaria,300,255,10,30,5,10
2346,08075_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Sophora_affinis,300,255,10,30,5,10
2347,08076_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Sophora_microphylla,300,255,10,30,5,10
2348,08077_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Spartium_junceum,300,255,10,30,5,10
2349,08078_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Strophostyles_helvola,300,255,10,30,5,10
2350,08079_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Strophostyles_umbellata,195,150,10,30,5,10
2351,08080_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Stylosanthes_biflora,283,238,10,30,5,10
2352,08081_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Tamarindus_indica,216,171,10,30,5,10
2353,08082_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Tephrosia_virginiana,300,255,10,30,5,10
2354,08083_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Thermopsis_californica,272,227,10,30,5,10
2355,08084_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Thermopsis_rhombifolia,266,221,10,30,5,10
2356,08085_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Trifolium_angustifolium,285,240,10,30,5,10
2357,08086_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Trifolium_arvense,300,255,10,30,5,10
2358,08087_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Trifolium_aureum,300,255,10,30,5,10
2359,08088_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Trifolium_campestre,300,255,10,30,5,10
2360,08089_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Trifolium_depauperatum,300,255,10,30,5,10
2361,08090_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Trifolium_dubium,300,255,10,30,5,10
2362,08091_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Trifolium_fragiferum,223,178,10,30,5,10
2363,08092_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Trifolium_hirtum,300,255,10,30,5,10
2364,08093_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Trifolium_hybridum,300,255,10,30,5,10
2365,08094_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Trifolium_incarnatum,300,255,10,30,5,10
2366,08095_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Trifolium_lupinaster,185,140,10,30,5,10
2367,08096_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Trifolium_medium,300,255,10,30,5,10
2368,08097_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Trifolium_montanum,300,255,10,30,5,10
2369,08098_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Trifolium_pratense,300,255,10,30,5,10
2370,08099_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Trifolium_repens,300,255,10,30,5,10
2371,08100_Plantae_Tracheophyta_Magnoliopsida_Fabales_Fabaceae_Trifolium_resupinatum,273,228,10,30,5,10
